,ODINO,MFR_NAME,MAKETXT,MODELTXT,YEARTXT,CRASH,FAILDATE,FIRE,INJURED,DEATHS,COMPDESC,CITY,STATE,VIN,DATEA,LDATE,MILES,OCCURENCES,CDESCR,CMPL_TYPE,POLICE_RPT_YN,PURCH_DT,ORIG_OWNER_YN,ANTI_BRAKES_YN,CRUISE_CONT_YN,NUM_CYLS,DRIVE_TRAIN,FUEL_SYS,FUEL_TYPE,TRANS_TYPE,VEH_SPEED,DOT,TIRE_SIZE,LOC_OF_TIRE,TIRE_FAIL_TYPE,ORIG_EQUIP_YN,MANUF_DT,SEAT_TYPE,RESTRAINT_TYPE,PROD_TYPE,REPAIRED_YN,MEDICAL_ATTN,VEHICLES_TOWED_YN,COMPSYS_1,COMPSYS_2,COMPSYS_3,COMPSYS_4,COMPSYS_5,LDATE_month
1818255,11468884,hyundai motor america,hyundai,tucson,2022-01-01,n,,n,0,0,power train,washington,mo,km8jeca1xnu,2022-06-12,2022-06-12,,,while on the highway my car 2022 tucson hybrid lost almost all power while i was driving i was approaching traffic and started to slow down the battery light illuminated red and the car was jerking backing forth cutting power and juddering while i was slowing down being that i was still in the flow of traffic and my car wasnt fully dead yet i tried to move out of the road but due to traffic on my right i had to make a left turn i was still able to get up to about 15 mph but as i was turning to get off the road all power was essentially cut allowing me to only proceed at about 2 mph luckily oncoming traffic was far enough away to slow down i was practically driving like a grandma blocking two lanes of traffic i managed to limp my car off the road and at this point a check hybrid system message was shown my car was towed and after talking with the dealership it seems the transmission went out my car is still currently at the dealership waiting to be repaired ,ivoq,n,,n,n,n,,,,,,38.0,,,,,,,,,v,,n,n,power train,,,,,2022-06
1818288,11468903,hyundai motor america,hyundai,sonata,2016-01-01,n,,y,0,0,engine,bluffton,sc,5npe34af9gh,2022-06-12,2022-06-12,,,engine caught on fire while driving,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,engine,,,,,2022-06
1818289,11468903,hyundai motor america,hyundai,sonata,2016-01-01,n,,y,0,0,electrical system,bluffton,sc,5npe34af9gh,2022-06-12,2022-06-12,,,engine caught on fire while driving,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,electrical system,,,,,2022-06
1818305,11468915,hyundai motor america,hyundai,veloster,2013-01-01,n,,n,0,0,engine,mason,oh,kmhtc6ae2du,2022-06-13,2022-06-13,,,so the vehicle wants to hesitate and buck violently to the point of nearly stalling out while accelerating and prevents the car from being able to merge into highway traffic in a safe manner and the surrounding years make and model are all on a recall due to a ecu required update for a necessary reflashing for the ability to be use the automobile in the way its designerdesigners can make make want h  the severity and frequency of the problems are embarrassing and  frustrating to be scared of risking my life being injured in a stalledstalling vehicle without a power supply to navigate ,ivoq,n,,n,n,n,,,,,,35.0,,,,,,,,,v,,n,n,engine,,,,,2022-06
1818307,11468915,hyundai motor america,hyundai,veloster,2013-01-01,n,,n,0,0,electrical system,mason,oh,kmhtc6ae2du,2022-06-13,2022-06-13,,,so the vehicle wants to hesitate and buck violently to the point of nearly stalling out while accelerating and prevents the car from being able to merge into highway traffic in a safe manner and the surrounding years make and model are all on a recall due to a ecu required update for a necessary reflashing for the ability to be use the automobile in the way its designerdesigners can make make want h  the severity and frequency of the problems are embarrassing and  frustrating to be scared of risking my life being injured in a stalledstalling vehicle without a power supply to navigate ,ivoq,n,,n,n,n,,,,,,35.0,,,,,,,,,v,,n,n,electrical system,,,,,2022-06
1818322,11468923,hyundai motor america,hyundai,santa fe,2022-01-01,n,,n,0,0,engine,plainfield ,il,5nms14aj5nh,2022-06-13,2022-06-13,,,vehicle under normal operation began to lose power as the accelerator was depressed eventually stalling and consequently cutting power to the engine the vehicle became immobile and would not move or engage out of drive until repeated efforts to turn offon the vehicle for a few days following the incident the vehicle idled very low nearly shutting off in a few instances,ivoq,n,,n,n,n,,,,,,35.0,,,,,,,,,v,,n,n,engine,,,,,2022-06
1818332,11468931,hyundai motor america,hyundai,tucson,2015-01-01,n,,n,0,0,engine,san diego,ca,km8jt3af8fu,2022-06-13,2022-06-13,,,i currently represent mr jeffrey harvey as his attorney hyundai has failed to provide a remedy for more than four months for mr harveys vehicle the recall campaign has not sent further instructions or details about the proposed remedy for the problem with the vehicle please advise as to exactly how long hyundai has to come up with a remedy for the vehicle and what exactly the options are for reimbursement of out-of-pocket expenses,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,engine,,,,,2022-06
1818333,11468931,hyundai motor america,hyundai,tucson,2015-01-01,n,,n,0,0,service brakes,san diego,ca,km8jt3af8fu,2022-06-13,2022-06-13,,,i currently represent mr jeffrey harvey as his attorney hyundai has failed to provide a remedy for more than four months for mr harveys vehicle the recall campaign has not sent further instructions or details about the proposed remedy for the problem with the vehicle please advise as to exactly how long hyundai has to come up with a remedy for the vehicle and what exactly the options are for reimbursement of out-of-pocket expenses,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,service brakes,,,,,2022-06
1818346,11468941,hyundai motor america,hyundai,santa fe,2013-01-01,n,,n,0,0,engine,washington,dc,5xyzu3lb5dg,2022-06-13,2022-06-13,,,2013 hyundai santa fe consumer writes in regard to engine issues  the consumer stated the engine light illuminated after having been replaced under recall the consumer was informed that the vehicle was not under warranty but the consumer believed the engine should have been covered,evoq,n,,n,n,n,4.0,fwd,,gs,,,,,,,,,,,v,,n,n,engine,,,,,2022-06
1818383,11468965,hyundai motor america,hyundai,santa fe,2017-01-01,n,,y,0,0,electrical system,oak lawn,il,5xyzt3lbxhg,2022-06-13,2022-06-13,,,my o2 sensor failed and is under my insurance investigation due to engine light that came on and upon inspection it was determined to have caught on fire under the vehicle my safety and my childrens were at risk potentially may have gone up in flames currently the insurance is pending review of any recalls for o2 sensor to determine if hyundai is handling damages at this time hyundai has not taken responsibility ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,electrical system,,,,,2022-06
1818408,11468982,hyundai motor america,hyundai,sonata,2018-01-01,n,,n,0,0,engine,scottsdale,az,kmhe34l32ja,2022-06-13,2022-06-13,,,2018 sonata hybrid  may 19  - check hybrid system turn engine off appeared on the dashboard vehicle brought to dealership may 22 - i pay for a rental vehicle may 26 - dealer states vehicle is ready and they performed service campaign 966 may 27 - my rental car is returned dealer picks me up and i go to dealership i get into my car and check hybrid system turn engine off appeared on the dashboard vehicle never driven off dealership lot dealership pays for my rental this time june 10 - dealer states vehicle is ready and they performed service campaign 966 dealer says there are 2 software updates and the first time they only did 1 i return rental and pick up my vehicle june 11 -  check hybrid system turn engine off  i go to dealer dealer turns off check engine light and tells me vehicle is safe to drive and bring the vehicle back on the 13th monday dealer affirms vehicle is safe they cannot get me a car rental today and my vehicle is fine i drive the vehicle home some time later check engine light comes back on vehicle loses power engine cuts off and stalls in the intersection i immediately turn on hazard lights depleting the hybrid battery  i am able to slowly bring the vehicle into a parking lot right after the intersection before i lose all power vehicle is towed to dealer june 13 - picked up a 3rd rental car ,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,v,,n,n,engine,,,,,2022-06
1818434,11469006,hyundai motor america,hyundai,sonata hybrid,2013-01-01,n,,n,0,0,engine,maricopa,az,kmhec4a45da,2022-06-13,2022-06-13,140000.0,,the contact owned a 2013 hyundai sonata hybrid the contact stated while driving 50 mph the vehicle lost motive power and stalled inadvertently in the middle of the road the contact was unable to veer to the side of the road the contact was unable to restart the vehicle after several attempts there were no warning lights illuminated the vehicle was towed to the local dealer where it was diagnosed that the engine and the short block needed to be replaced the vehicle was repaired the contact later received notification of nhtsa campaign number 20v746000 engine the manufacturer was notified that the vehicle had been repaired prior to the safety recall the manufacturer advised the contact to file a claim for reimbursement the contact filed a claim however the manufacturer declined the claim and informed the contact that they could not assist as the failure was caused by the head gasket failure instead of the engine the failure mileage was approximately 140000,evoq,n,,n,n,n,4.0,fwd,,he,,50.0,,,,,,,,,v,,n,y,engine,,,,,2022-06
